#Bandwidth	Vehicle Utilization	Number Initial Setup Jobs		Job Rate	Job Processing Time		Cars Arrived	Cars Departed	Jobs Completed	Jobs Failed	Jobs Total	VM Migrations Successful	VM Migrations Failed	VM Migrations Total	Avg Job Completion Time	MTTF	avg success VM Migration Time	avg jobs in initial setup	avg jobs in parking lot	avg jobs in job queue	avg cars in parking lot	Time Processing	Time Initializing	Time Backup	Time Finalization	Time VM
7500	80	100	30	0.62	120	Results	100789	53864.6	14954.2	0	14954.2	0	0	0	314.8394	0	0	98.64878	476.7534	343.6578	2558.556	120	63.45868	66.88772	64.49314	0
7500	80	100	30	0.62	150	Results	100789	53864.6	14731	0	14731	0	0	0	349.1732	0	0	98.45548	521.3588	422.974	2558.556	150	64.10396	69.86524	65.20384	0
7500	80	100	30	0.62	180	Results	100789	53864.6	14513	0	14513	0	0	0	382.856	0	0	98.42008	564.2986	504.9282	2558.556	180	64.8067	72.35468	65.69454	0
7500	80	100	30	0.62	210	Results	100789	53864.6	14335.8	0	14335.8	0	0	0	415.0468	0	0	98.36948	605.1346	577.3244	2558.556	210	65.34066	73.79336	65.91282	0
7500	80	100	30	0.62	240	Results	100789	53864.6	14213.8	0	14213.8	0	0	0	446.807	0	0	98.28526	646.8756	599.3862	2558.556	240	65.63034	75.13036	66.04658	0
7500	80	100	30	0.62	270	Results	100789	53864.6	14067.8	1.8	14069.6	0	0	0	479.0246	692.25	0	98.08856	686.7188	648.5744	2558.556	270.0498	66.01358	76.44474	66.43044	0
7500	80	100	30	0.62	300	Results	100789	53864.6	13899	4.6	13903.6	0.6	0	0.6	511.3644	948.3	0.3	98.00014	725.8578	707.5562	2558.556	300.1332	66.50026	77.77826	66.84474	4.30508E-05


7500	80	100	30	0.64	60	Results	100789	53864.6	15248.8	0	15248.8	0	0	0	232.7116	0	0	91.41114	358.6512	25.408984	2558.556	60	57.89046	56.23862	58.5826	0
7500	80	100	30	0.64	90	Results	100789	53864.6	15096.4	0	15096.4	0	0	0	273.8848	0	0	95.22488	418.0366	70.47266	2558.556	90	60.8505	61.32336	61.71092	0
7500	80	100	30	0.64	120	Results	100789	53864.6	14900.4	0	14900.4	0	0	0	313.3322	0	0	97.46	472.669	126.11866	2558.556	120	62.92188	66.3884	64.02188	0
7500	80	100	30	0.64	150	Results	100789	53864.6	14708.6	0	14708.6	0	0	0	348.033	0	0	97.90988	519.0866	180.828	2558.556	150	63.80346	69.52648	64.70302	0
7500	80	100	30	0.64	180	Results	100789	53864.6	14499	0	14499	0	0	0	382.1886	0	0	98.06508	562.7572	271.119	2558.556	180	64.62842	72.23826	65.32204	0
7500	80	100	30	0.64	210	Results	100789	53864.6	14273.4	0	14273.4	0	0	0	416.7188	0	0	98.13688	604.955	349.2138	2558.556	210	65.47412	74.93434	66.31036	0
7500	80	100	30	0.64	240	Results	100789	53864.6	14175.4	0	14175.4	0	0	0	446.6962	0	0	97.9251	644.966	364.545	2558.556	240	65.579	74.94706	66.16988	0
7500	80	100	30	0.64	270	Results	100789	53864.6	14031.8	1.4	14033.2	0	0	0	478.6338	408.92	0	97.73368	685.4208	408.5172	2558.556	270.0384	65.82882	76.38366	66.3366	0
7500	80	100	30	0.64	300	Results	100789	53864.6	13942.8	7.4	13950.2	0.2	0	0.2	509.5818	870.7634	0	97.66796	725.1994	434.1748	2558.556	300.1784	66.10336	76.73166	66.47752	0


7500	80	100	30	0.66	60	Results	100789	53864.6	14882.4	0	14882.4	0	0	0	218.8012	0	0	81.1449	328.9608	2.4812712	2558.556	60	52.60938	53.0681	53.1238	0
7500	80	100	30	0.66	90	Results	100789	53864.6	14811.2	0	14811.2	0	0	0	263.2448	0	0	87.0291	393.961	9.173366	2558.556	90	56.70814	59.10654	57.43016	0
7500	80	100	30	0.66	120	Results	100789	53864.6	14684	0	14684	0	0	0	303.293	0	0	90.56972	451.1232	25.006278	2558.556	120	59.1991	64.09306	60.00078	0
7500	80	100	30	0.66	150	Results	100789	53864.6	14575.6	0	14575.6	0	0	0	343.1652	0	0	94.29886	507.2022	51.37374	2558.556	150	61.95114	68.38006	62.83388	0
7500	80	100	30	0.66	180	Results	100789	53864.6	14437.8	0	14437.8	0	0	0	378.7824	0	0	95.89202	555.3878	88.1397	2558.556	180	63.38026	71.17678	64.22536	0
7500	80	100	30	0.66	210	Results	100789	53864.6	14302.6	0	14302.6	0	0	0	413.5646	0	0	96.68694	601.6492	116.81854	2558.556	210	64.31674	74.01936	65.2284	0
7500	80	100	30	0.66	240	Results	100789	53864.6	14137.2	0	14137.2	0	0	0	445.8706	0	0	96.90892	641.7062	164.941	2558.556	240	65.07286	75.12634	65.6714	0
7500	80	100	30	0.66	270	Results	100789	53864.6	14019.2	2.2	14021.4	0	0	0	477.5434	816.5334	0	97.0221	682.3808	196.0972	2558.556	270.05	65.50338	75.87776	66.05436	0
7500	80	100	30	0.66	300	Results	100789	53864.6	13876.2	5.8	13882	0	0	0	508.663	1101.934	0	97.00078	721.3908	242.0218	2558.556	300.1644	65.87788	76.2352	66.21074	0


7500	80	100	30	0.68	60	Results	100789	53864.6	14479	0	14479	0	0	0	204.4644	0	0	70.6	298.2638	0.33126993	2558.556	60	47.2378	49.70314	47.5235	0
7500	80	100	30	0.68	90	Results	100789	53864.6	14416.2	0	14416.2	0	0	0	248.648	0	0	76.29902	361.5938	1.15593346	2558.556	90	51.11616	55.91278	51.61892	0
7500	80	100	30	0.68	120	Results	100789	53864.6	14349.6	0	14349.6	0	0	0	289.4412	0	0	81.03914	419.7902	3.8926978	2558.556	120	54.34244	60.25388	54.84492	0
7500	80	100	30	0.68	150	Results	100789	53864.6	14264.8	0	14264.8	0	0	0	330.1722	0	0	85.44434	477.519	6.4411998	2558.556	150	57.26308	65.04276	57.86626	0
7500	80	100	30	0.68	180	Results	100789	53864.6	14188.4	0	14188.4	0	0	0	369.105	0	0	89.15686	531.8114	14.896892	2558.556	180	59.90556	68.59024	60.60928	0
7500	80	100	30	0.68	210	Results	100789	53864.6	14067.8	0	14067.8	0	0	0	405.0924	0	0	91.33534	580.1094	32.346158	2558.556	210	61.60076	71.23698	62.25466	0
7500	80	100	30	0.68	240	Results	100789	53864.6	14010.8	0	14010.8	0	0	0	438.8034	0	0	92.55406	626.0362	43.39478	2558.556	240	62.57818	73.1096	63.11558	0
7500	80	100	30	0.68	270	Results	100789	53864.6	13916.2	0.6	13916.8	0	0	0	472.1476	321.5	0	93.79068	670.397	60.3488	2558.556	270.0154	63.61454	74.28362	64.2273	0
7500	80	100	30	0.68	300	Results	100789	53864.6	13813.8	4.4	13818.2	0.8	0	0.8	505.0842	970.5494	0	94.37164	713.1326	77.32204	2558.556	300.1194	64.2678	75.66216	64.91692	0


7500	80	100	30	0.7	60	Results	100789	53864.6	14078.8	0	14078.8	0	0	0	194.8638	0	0	63.57694	276.4362	0.055853203	2558.556	60	43.68774	47.38656	43.78946	0
7500	80	100	30	0.7	90	Results	100789	53864.6	14028.6	0	14028.6	0	0	0	234.1268	0	0	66.51218	331.1494	0.04251975	2558.556	90	45.78214	52.20162	46.14306	0
7500	80	100	30	0.7	120	Results	100789	53864.6	13977.4	0	13977.4	0	0	0	276.593	0	0	71.92508	390.1242	0.3009126	2558.556	120	49.61896	57.17094	49.80322	0
7500	80	100	30	0.7	150	Results	100789	53864.6	13894	0	13894	0	0	0	316.488	0	0	75.9077	445.3462	0.8095642	2558.556	150	52.29926	61.46536	52.72342	0
7500	80	100	30	0.7	180	Results	100789	53864.6	13850.6	0	13850.6	0	0	0	355.391	0	0	79.91602	498.8994	2.54347	2558.556	180	55.1551	64.66908	55.56658	0
7500	80	100	30	0.7	210	Results	100789	53864.6	13804.2	0	13804.2	0	0	0	389.5226	0	0	81.88726	545.6996	3.067718	2558.556	210	56.59982	66.16062	56.76206	0
7500	80	100	30	0.7	240	Results	100789	53864.6	13723.4	0	13723.4	0	0	0	425.1638	0	0	84.33966	594.2602	6.57883	2558.556	240	58.14842	68.46062	58.55472	0
7500	80	100	30	0.7	270	Results	100789	53864.6	13676.8	0.8	13677.6	0	0	0	459.7186	364.5	0	86.37744	641.1232	10.189398	2558.556	270.0118	59.59268	70.31388	59.78576	0
7500	80	100	30	0.7	300	Results	100789	53864.6	13598.4	1.2	13599.6	0.8	0	0.8	493.351	319.2	0	87.9092	685.732	15.012016	2558.556	300.035	60.6409	71.68974	60.9688	0


7500	80	100	30	0.72	60	Results	100789	53864.6	13714.6	0	13714.6	0	0	0	182.0378	0	0	55.03338	251.483	0.00015873	2558.556	60	38.7441	44.3748	38.91888	0
7500	80	100	30	0.72	90	Results	100789	53864.6	13661.6	0	13661.6	0	0	0	223.7384	0	0	59.58156	308.1344	0.00613096	2558.556	90	42.0468	49.41788	42.27366	0
7500	80	100	30	0.72	120	Results	100789	53864.6	13590	0	13590	0	0	0	263.9888	0	0	63.67554	362.6436	0.02170634	2558.556	120	44.94246	53.84292	45.20332	0
7500	80	100	30	0.72	150	Results	100789	53864.6	13549.6	0	13549.6	0	0	0	301.8638	0	0	67.13964	413.5902	0.072618994	2558.556	150	47.50122	56.74816	47.61444	0
7500	80	100	30	0.72	180	Results	100789	53864.6	13483	0	13483	0	0	0	339.5758	0	0	70.38758	464.2584	0.2008532	2558.556	180	49.73652	60.07684	49.7624	0
7500	80	100	30	0.72	210	Results	100789	53864.6	13429.6	0	13429.6	0	0	0	375.9082	0	0	72.8443	512.7906	0.706389	2558.556	210	51.53422	62.49944	51.87462	0
7500	80	100	30	0.72	240	Results	100789	53864.6	13393	0	13393	0	0	0	408.7214	0	0	74.46104	556.3838	1.0644636	2558.556	240	52.74972	63.12064	52.85088	0
7500	80	100	30	0.72	270	Results	100789	53864.6	13340	0.4	13340.4	0	0	0	443.7574	280.9	0	76.88414	602.9492	2.0767466	2558.556	270.004	54.4952	64.71726	54.54106	0
7500	80	100	30	0.72	300	Results	100789	53864.6	13274.2	0	13274.2	0	0	0	476.6976	0	0	78.12872	646.469	2.83121	2558.556	300	55.15264	66.23566	55.30916	0


7500	80	100	30	0.74	60	Results	100789	53864.6	13370.8	0	13370.8	0	0	0	175.6238	0	0	50.4862	236.6036	0	2558.556	60	36.38098	42.8361	36.40684	0
7500	80	100	30	0.74	90	Results	100789	53864.6	13324.4	0	13324.4	0	0	0	213.1928	0	0	53.03638	286.3036	0	2558.556	90	38.32674	46.50554	38.36032	0
7500	80	100	30	0.74	120	Results	100789	53864.6	13272.4	0	13272.4	0	0	0	254.2954	0	0	57.52164	340.5952	0.010555553	2558.556	120	41.62036	51.01096	41.66396	0
7500	80	100	30	0.74	150	Results	100789	53864.6	13220.8	0	13220.8	0	0	0	291.167	0	0	60.34742	389.0738	0.003134922	2558.556	150	43.70916	53.7596	43.69834	0
7500	80	100	30	0.74	180	Results	100789	53864.6	13172.6	0	13172.6	0	0	0	329.1546	0	0	63.69418	438.8208	0.06099198	2558.556	180	46.19246	56.73056	46.23164	0
7500	80	100	30	0.74	210	Results	100789	53864.6	13112.4	0	13112.4	0	0	0	363.0812	0	0	65.46432	483.147	0.117063552	2558.556	210	47.41088	58.22092	47.44928	0
7500	80	100	30	0.74	240	Results	100789	53864.6	13075	0	13075	0	0	0	395.4734	0	0	66.68762	525.1956	0.214087264	2558.556	240	48.35446	59.01374	48.10512	0
7500	80	100	30	0.74	270	Results	100789	53864.6	13028.8	0	13028.8	0	0	0	429.879	0	0	68.62086	569.8762	0.51321444	2558.556	270	49.74296	60.5297	49.6061	0
7500	80	100	30	0.74	300	Results	100789	53864.6	12993.4	0.4	12993.8	0	0	0	459.9674	152.6	0	68.81438	608.6914	0.35825394	2558.556	300.014	49.88914	60.2513	49.80706	0


7500	80	100	30	0.76	60	Results	100789	53864.6	13039	0	13039	0	0	0	168.5504	0	0	45.61876	221.1456	0	2558.556	60	33.7344	41.0922	33.72378	0
7500	80	100	30	0.76	90	Results	100789	53864.6	12984	0	12984	0	0	0	207.8432	0	0	49.09778	271.9118	0	2558.556	90	36.35842	45.02358	36.46126	0
7500	80	100	30	0.76	120	Results	100789	53864.6	12931.6	0	12931.6	0	0	0	245.7498	0	0	52.0628	320.6958	0	2558.556	120	38.5838	48.40742	38.75862	0
7500	80	100	30	0.76	150	Results	100789	53864.6	12887.8	0	12887.8	0	0	0	282.2262	0	0	54.65512	367.4258	0.002480164	2558.556	150	40.55958	51.24626	40.42022	0
7500	80	100	30	0.76	180	Results	100789	53864.6	12838.2	0	12838.2	0	0	0	317.5046	0	0	56.96018	412.4568	0.003829367	2558.556	180	42.306	53.04806	42.15042	0
7500	80	100	30	0.76	210	Results	100789	53864.6	12788.6	0	12788.6	0	0	0	352.1594	0	0	58.77844	456.5552	0.002559525	2558.556	210	43.69394	54.81072	43.6549	0
7500	80	100	30	0.76	240	Results	100789	53864.6	12743.6	0	12743.6	0	0	0	382.4126	0	0	59.11484	494.9192	0.009107148	2558.556	240	43.81946	54.57092	44.02242	0
7500	80	100	30	0.76	270	Results	100789	53864.6	12707.2	0	12707.2	0	0	0	415.768	0	0	60.66304	537.0406	0.017063483	2558.556	270	45.02802	55.8716	44.86838	0
7500	80	100	30	0.76	300	Results	100789	53864.6	12645	0.4	12645.4	0	0	0	447.2662	210	0	61.49638	576.7588	0.026309475	2558.556	300.0144	45.51698	56.18746	45.53416	0


7500	80	100	30	0.78	60	Results	100789	53864.6	12703.2	0	12703.2	0	0	0	161.1488	0	0	41.23044	206.2484	0	2558.556	60	31.16556	38.9788	31.00466	0
7500	80	100	30	0.78	90	Results	100789	53864.6	12651.6	0	12651.6	0	0	0	199.2648	0	0	43.95566	254.2484	0	2558.556	90	33.24484	42.61466	33.4053	0
7500	80	100	30	0.78	120	Results	100789	53864.6	12605	0	12605	0	0	0	235.7816	0	0	46.47028	300.0548	0	2558.556	120	35.2026	45.45598	35.12306	0
7500	80	100	30	0.78	150	Results	100789	53864.6	12549	0	12549	0	0	0	272.4478	0	0	49.195	345.8946	0	2558.556	150	37.28618	47.93614	37.2255	0
7500	80	100	30	0.78	180	Results	100789	53864.6	12502	0	12502	0	0	0	306.2324	0	0	50.65134	387.9478	0	2558.556	180	38.4041	49.49546	38.33264	0
7500	80	100	30	0.78	210	Results	100789	53864.6	12465.8	0	12465.8	0	0	0	339.5258	0	0	51.9565	429.2268	0	2558.556	210	39.42484	50.59334	39.50764	0
7500	80	100	30	0.78	240	Results	100789	53864.6	12419.8	0	12419.8	0	0	0	372.7962	0	0	53.48946	470.3368	0.004444441	2558.556	240	40.61792	51.58092	40.59712	0
7500	80	100	30	0.78	270	Results	100789	53864.6	12376.8	0	12376.8	0	0	0	404.058	0	0	54.0817	508.8434	0.002162698	2558.556	270	41.04132	51.93902	41.07742	0
7500	80	100	30	0.78	300	Results	100789	53864.6	12329.2	0	12329.2	0	0	0	436.4598	0	0	55.31008	548.7004	0.027599206	2558.556	300	41.939	52.48426	42.03658	0


7500	80	100	30	0.8	60	Results	100789	53864.6	12378.4	0	12378.4	0	0	0	155.2618	0	0	37.47304	193.7874	0	2558.556	60	28.9247	37.49212	28.8449	0
7500	80	100	30	0.8	90	Results	100789	53864.6	12330.6	0	12330.6	0	0	0	193.06	0	0	40.0761	240.164	0	2558.556	90	31.05682	40.91212	31.09114	0
7500	80	100	30	0.8	120	Results	100789	53864.6	12280.4	0	12280.4	0	0	0	229.9558	0	0	42.53948	285.3152	0	2558.556	120	32.9591	43.93394	33.0626	0
7500	80	100	30	0.8	150	Results	100789	53864.6	12233.2	0	12233.2	0	0	0	264.911	0	0	44.68944	327.8896	0	2558.556	150	34.6564	45.70394	34.55066	0
7500	80	100	30	0.8	180	Results	100789	53864.6	12189.4	0	12189.4	0	0	0	297.6714	0	0	45.81212	367.5972	0	2558.556	180	35.55752	46.72134	35.39262	0
7500	80	100	30	0.8	210	Results	100789	53864.6	12142.2	0	12142.2	0	0	0	331.8156	0	0	47.56162	408.9492	0	2558.556	210	36.96282	48.12918	36.72368	0
7500	80	100	30	0.8	240	Results	100789	53864.6	12093.6	0	12093.6	0	0	0	362.9292	0	0	48.23534	446.4918	1.98413E-05	2558.556	240	37.37494	48.39788	37.15644	0
7500	80	100	30	0.8	270	Results	100789	53864.6	12061.2	0	12061.2	0	0	0	395.1352	0	0	49.00594	485.0704	0	2558.556	270	38.06028	49.12062	37.95438	0
7500	80	100	30	0.8	300	Results	100789	53864.6	12020.6	0	12020.6	0	0	0	426.1776	0	0	49.44434	522.1538	0	2558.556	300	38.41806	49.32136	38.43802	0


7500	80	100	30	0.85	60	Results	100789	53864.6	11639.2	0	11639.2	0	0	0	145.275	0	0	30.72828	170.3212	0	2558.556	60	25.17762	34.99096	25.10634	0
7500	80	100	30	0.85	90	Results	100789	53864.6	11587.6	0	11587.6	0	0	0	180.893	0	0	32.5314	211.384	0	2558.556	90	26.71244	37.63956	26.54096	0
7500	80	100	30	0.85	120	Results	100789	53864.6	11554	0	11554	0	0	0	215.8812	0	0	34.20562	251.5462	0	2558.556	120	28.1708	39.58182	28.12846	0
7500	80	100	30	0.85	150	Results	100789	53864.6	11519.8	0	11519.8	0	0	0	250.1478	0	0	35.91336	290.7756	0	2558.556	150	29.62876	40.99394	29.5251	0
7500	80	100	30	0.85	180	Results	100789	53864.6	11474.2	0	11474.2	0	0	0	283.5246	0	0	37.38328	328.868	0	2558.556	180	30.85424	42.126	30.54438	0
7500	80	100	30	0.85	210	Results	100789	53864.6	11430.6	0	11430.6	0	0	0	314.1782	0	0	37.60848	363.7422	0	2558.556	210	30.97974	42.52762	30.67068	0
7500	80	100	30	0.85	240	Results	100789	53864.6	11394	0	11394	0	0	0	348.8032	0	0	39.2678	402.9846	0	2558.556	240	32.40588	44.03472	32.36278	0
7500	80	100	30	0.85	270	Results	100789	53864.6	11357.2	0	11357.2	0	0	0	377.0216	0	0	38.83092	434.8834	0	2558.556	270	31.9732	43.144	31.9045	0
7500	80	100	30	0.85	300	Results	100789	53864.6	11317.8	0	11317.8	0	0	0	408.554	0	0	39.54686	470.3872	0	2558.556	300	32.5757	43.57688	32.4017	0


7500	80	100	30	0.9	60	Results	100789	53864.6	11002.6	0	11002.6	0	0	0	137.5128	0	0	26.07804	152.4518	0	2558.556	60	22.5139	32.61156	22.38724	0
7500	80	100	30	0.9	90	Results	100789	53864.6	10967	0	10967	0	0	0	172.6724	0	0	27.7057	190.7734	0	2558.556	90	23.98182	34.92936	23.76114	0
7500	80	100	30	0.9	120	Results	100789	53864.6	10921.6	0	10921.6	0	0	0	206.2948	0	0	29.01858	227.3126	0	2558.556	120	25.16094	36.23046	24.9034	0
7500	80	100	30	0.9	150	Results	100789	53864.6	10876.4	0	10876.4	0	0	0	239.7066	0	0	30.10614	263.5248	0	2558.556	150	26.08016	37.6643	25.96226	0
7500	80	100	30	0.9	180	Results	100789	53864.6	10845.2	0	10845.2	0	0	0	270.0482	0	0	30.26342	296.2126	0	2558.556	180	26.28968	37.6556	26.10316	0
7500	80	100	30	0.9	210	Results	100789	53864.6	10806.8	0	10806.8	0	0	0	302.2288	0	0	31.1488	330.8378	0	2558.556	210	27.0417	38.42012	26.76708	0
7500	80	100	30	0.9	240	Results	100789	53864.6	10776.4	0	10776.4	0	0	0	333.818	0	0	31.68302	364.6556	0	2558.556	240	27.52898	39.02424	27.26484	0
7500	80	100	30	0.9	270	Results	100789	53864.6	10736.6	0	10736.6	0	0	0	365.262	0	0	32.28374	398.238	0	2558.556	270	28.03156	39.38062	27.84976	0
7500	80	100	30	0.9	300	Results	100789	53864.6	10699.8	0	10699.8	0	0	0	395.7644	0	0	32.39894	430.7046	0	2558.556	300	28.12056	39.61978	28.02426	0


7500	80	100	30	0.95	60	Results	100789	53864.6	10389.6	0	10389.6	0	0	0	131.2418	0	0	22.42128	137.4958	0	2558.556	60	20.37576	30.69812	20.16788	0
7500	80	100	30	0.95	90	Results	100789	53864.6	10358	0	10358	0	0	0	165.2008	0	0	23.4075	172.458	0	2558.556	90	21.35044	32.7346	21.11562	0
7500	80	100	30	0.95	120	Results	100789	53864.6	10329.8	0	10329.8	0	0	0	198.0548	0	0	24.34554	206.1688	0	2558.556	120	22.26642	33.77524	22.01302	0
7500	80	100	30	0.95	150	Results	100789	53864.6	10297.2	0	10297.2	0	0	0	230.0202	0	0	25.03122	238.8714	0	2558.556	150	22.9136	34.41034	22.69636	0
7500	80	100	30	0.95	180	Results	100789	53864.6	10251	0	10251	0	0	0	261.2786	0	0	25.52646	270.763	0	2558.556	180	23.32336	34.86564	23.0897	0
7500	80	100	30	0.95	210	Results	100789	53864.6	10223.8	0	10223.8	0	0	0	293.171	0	0	26.26042	303.1392	0	2558.556	210	24.09272	35.31012	23.76798	0
7500	80	100	30	0.95	240	Results	100789	53864.6	10188.8	0	10188.8	0	0	0	324.7904	0	0	26.81312	335.201	0	2558.556	240	24.58094	35.8216	24.38788	0
7500	80	100	30	0.95	270	Results	100789	53864.6	10152.6	0	10152.6	0	0	0	355.3364	0	0	27.0041	366.0478	0	2558.556	270	24.79166	35.93564	24.60902	0
7500	80	100	30	0.95	300	Results	100789	53864.6	10118.4	0	10118.4	0	0	0	385.3954	0	0	27.08416	396.3024	0	2558.556	300	24.78966	35.88362	24.72226	0


7500	80	100	30	1	60	Results	100789	53864.6	9889.8	0	9889.8	0	0	0	127.5418	0	0	19.90924	126.9968	0	2558.556	60	19.03448	29.72692	18.78026	0
7500	80	100	30	1	90	Results	100789	53864.6	9854.6	0	9854.6	0	0	0	159.8116	0	0	20.6496	158.61	0	2558.556	90	19.78562	30.58802	19.43788	0
7500	80	100	30	1	120	Results	100789	53864.6	9818.8	0	9818.8	0	0	0	194.048	0	0	21.84558	192.0426	0	2558.556	120	20.96298	32.43638	20.64864	0
7500	80	100	30	1	150	Results	100789	53864.6	9792.6	0	9792.6	0	0	0	224.2002	0	0	21.90012	221.3712	0	2558.556	150	21.04498	32.37482	20.78064	0
7500	80	100	30	1	180	Results	100789	53864.6	9753	0	9753	0	0	0	255.8036	0	0	22.4415	252.036	0	2558.556	180	21.5702	32.95416	21.2792	0
7500	80	100	30	1	210	Results	100789	53864.6	9731.8	0	9731.8	0	0	0	287.0348	0	0	22.85666	282.2128	0	2558.556	210	22.01008	33.33886	21.68566	0
7500	80	100	30	1	240	Results	100789	53864.6	9699	0	9699	0	0	0	318.62	0	0	23.391	312.6708	0	2558.556	240	22.55682	33.84876	22.21422	0
7500	80	100	30	1	270	Results	100789	53864.6	9666.4	0	9666.4	0	0	0	348.3802	0	0	23.37784	341.2364	0	2558.556	270	22.50196	33.58534	22.29296	0
7500	80	100	30	1	300	Results	100789	53864.6	9641.4	0	9641.4	0	0	0	378.2944	0	0	23.22132	369.866	0	2558.556	300	22.4015	33.72626	22.16652	0


7500	80	200	30	0.05	60	Results	100789	53864.6	17018	0	17018	0	0	0	378.0074	0	0	200.901	652.639	91912.1	2558.556	60	114.044	88.53682	115.4266	0
7500	80	200	30	0.05	90	Results	100789	53864.6	16833.6	0	16833.6	0	0	0	415.655	0	0	200.901	711.4206	91954.68	2558.556	90	114.7944	94.13324	116.7274	0
7500	80	200	30	0.05	120	Results	100789	53864.6	16673.8	8.2	16682	0	0	0	454.6478	1039.602	0	200.901	771.2518	92005.92	2558.556	120.0822	115.61	100.57754	118.1292	0
7500	80	200	30	0.05	150	Results	100789	53864.6	16451.8	63.6	16515.4	4.2	0	4.2	496.826	980.4324	0.8904762	200.901	831.0916	92089.74	2558.556	150.8098	116.9912	107.5202	120.0196	0.000182357
7500	80	200	30	0.05	180	Results	100789	53864.6	16203.6	206.4	16410	34.4	0.4	34.8	544.5426	945.4432	1.2731638	200.901	893.7244	92198.78	2558.556	183.1416	118.7712	115.5398	122.5224	0.002789306
7500	80	200	30	0.05	210	Results	100789	53864.6	15836.8	522	16358.8	69.8	0.2	70	603.3014	934.58	1.236544	200.901	958.6402	92409.68	2558.556	219.3016	121.8104	125.2206	126.451	0.005770836
7500	80	200	30	0.05	240	Results	100789	53864.6	15405.2	950.4	16355.6	182.8	1.2	184	668.9798	916.6884	0.8586778	200.901	1022.54	92627.52	2558.556	259.6912	125.5946	136.0494	130.1626	0.010660966
7500	80	200	30	0.05	270	Results	100789	53864.6	14955.8	1425.4	16381.2	459.6	1.4	461	736.3782	929.5772	0.6385294	200.901	1088.308	92737.24	2558.556	303.262	129.0438	145.0682	132.9912	0.0194261
7500	80	200	30	0.05	300	Results	100789	53864.6	14357.8	2059.6	16417.4	709	3.6	712.6	813.8818	901.3804	0.7613446	200.901	1146.786	93001.66	2558.556	353.0268	134.3244	155.5408	138.2008	0.03637454


7500	80	200	30	0.1	60	Results	100789	53864.6	16979.2	0	16979.2	0	0	0	378.0724	0	0	200.7906	651.4702	41457	2558.556	60	114.183	88.1321	115.7574	0
7500	80	200	30	0.1	90	Results	100789	53864.6	16835.8	0.6	16836.4	0	0	0	414.8546	186.1334	0	200.7906	709.908	41481.88	2558.556	90.00428	114.7536	93.51732	116.5674	0
7500	80	200	30	0.1	120	Results	100789	53864.6	16681	4.4	16685.4	0	0	0	453.6946	782.7708	0	200.7906	769.9268	41518.22	2558.556	120.0462	115.4912	100.04684	117.9922	0
7500	80	200	30	0.1	150	Results	100789	53864.6	16456.8	47.8	16504.6	2.6	0	2.6	494.6698	1127.548	1.053334	200.7906	827.934	41598.74	2558.556	150.614	116.811	106.251	119.4466	0.000328547
7500	80	200	30	0.1	180	Results	100789	53864.6	16240	162.8	16402.8	21.2	0	21.2	540.9414	987.9408	1.599486	200.7906	890.6388	41690.34	2558.556	182.5146	118.4178	114.2058	121.9566	0.002142606
7500	80	200	30	0.1	210	Results	100789	53864.6	15830.2	492	16322.2	57.6	0.4	58	600.7286	917.2822	1.394338	200.7906	955.1216	41927.96	2558.556	218.765	121.6732	124.1954	126.311	0.005256106
7500	80	200	30	0.1	240	Results	100789	53864.6	15471.4	900.4	16371.8	163	1	164	663.8576	930.128	0.9125708	200.7906	1021.484	42108.74	2558.556	258.5878	124.6422	133.7662	129.6502	0.00990289
7500	80	200	30	0.1	270	Results	100789	53864.6	14905.8	1473.6	16379.4	438.2	2.4	440.6	739.5056	924.3184	0.7128122	200.7906	1087.064	42313.18	2558.556	304.4614	129.565	144.3654	134.8256	0.02101158
7500	80	200	30	0.1	300	Results	100789	53864.6	14349.4	2057.2	16406.6	713.8	3	716.8	813.7692	907.0048	0.7661046	200.7906	1146.728	42489.2	2558.556	353.0644	134.0488	154.9886	138.6336	0.0356335


7500	80	200	30	0.15	60	Results	100789	53864.6	17010.6	0	17010.6	0	0	0	376.1694	0	0	200.5492	649.5442	24677.26	2558.556	60	113.8354	87.14146	115.1922	0
7500	80	200	30	0.15	90	Results	100789	53864.6	16812.2	0	16812.2	0	0	0	414.9478	0	0	200.5284	709.349	24727.72	2558.556	90	114.6834	93.58952	116.6746	0
7500	80	200	30	0.15	120	Results	100789	53864.6	16660.6	2.6	16663.2	0	0	0	452.176	530.2	0	200.5142	767.0454	24770.6	2558.556	120.023	115.3354	99.15726	117.6074	0
7500	80	200	30	0.15	150	Results	100789	53864.6	16467.6	37.8	16505.4	0.4	0	0.4	492.683	1042.014	0.1	200.5118	825.7514	24834.24	2558.556	150.472	116.5304	105.3318	119.3462	0
7500	80	200	30	0.15	180	Results	100789	53864.6	16242.8	148	16390.8	15.2	0.2	15.4	539.974	990.2344	1.447382	200.5104	889.7368	24918.56	2558.556	182.3126	118.2036	114.2106	121.7628	0.001514332
7500	80	200	30	0.15	210	Results	100789	53864.6	15903	423.2	16326.2	43	0.2	43.2	594.4374	951.8396	1.411916	200.5068	952.7928	25095.2	2558.556	217.3962	120.8124	122.2692	125.2154	0.003987384
